"video_id","name","attribute_type"
"facebook10154475706859205","Plant","Rekognition Labels"
"facebook10155095401364205","Plant","Rekognition Labels"
"facebook10155026108719205","Plant","Rekognition Labels"
"facebook10154875776849205","Plant","Rekognition Labels"
"facebook10155150397374205","Plant","Rekognition Labels"
"facebook10155071525564205","Vase","Rekognition Labels"
"facebook10153925858929205","Word","Rekognition Labels"
"facebook10153552898479205","Word","Rekognition Labels"
"facebook10154155444164205","Word","Rekognition Labels"
"facebook10154556967779205","Word","Rekognition Labels"
"facebook10155121139949205","Word","Rekognition Labels"
"facebook337999886677455","Word","Rekognition Labels"
"facebook10153752552479205","Barefoot","Rekognition Labels"
"facebook10153752474144205","Bust","Rekognition Labels"
"facebook10154618928554205","Computer Hardware","Rekognition Labels"
"facebook10153528453574205","Debate","Rekognition Labels"
"facebook337999886677455","LED","Rekognition Labels"
"facebook10154875697474205","LED","Rekognition Labels"
"facebook10154706413024205","License","Rekognition Labels"
"facebook10153755247184205","Night Life","Rekognition Labels"
"facebook10153567230034205","Plant","Rekognition Labels"
"facebook10154986308819205","Plant","Rekognition Labels"
"facebook10155333763299205","Produce","Rekognition Labels"
"facebook10154747079194205","Vase","Rekognition Labels"
"facebook10154859927574205","Vase","Rekognition Labels"
"facebook10154448823304205","Word","Rekognition Labels"
"facebook10155113408869205","Word","Rekognition Labels"
"facebook10154198505464205","Word","Rekognition Labels"
"facebook10153689741269205","Word","Rekognition Labels"
"facebook10154672059924205","Beverage","Rekognition Labels"
"facebook10154475706859205","Blazer","Rekognition Labels"
"facebook10153552898479205","Debate","Rekognition Labels"
"facebook10154696325399205","Haircut","Rekognition Labels"
"facebook10154946550999205","Haircut","Rekognition Labels"
"facebook10154795623289205","Haircut","Rekognition Labels"
"facebook10154696325399205","Night Life","Rekognition Labels"
"facebook10154946550999205","Night Life","Rekognition Labels"
"facebook10155510542154205","Performer","Rekognition Labels"
"facebook10154840630879205","Performer","Rekognition Labels"
"facebook10153752474144205","Plant","Rekognition Labels"
"facebook10153752474144205","Alphabet","Rekognition Labels"
"facebook1386460418125111","Alphabet","Rekognition Labels"
"facebook10154944144584205","Audience","Rekognition Labels"
"facebook10155026108719205","Audience","Rekognition Labels"
"facebook10154893718034205","Audience","Rekognition Labels"
"facebook10155071157144205","Audience","Rekognition Labels"
"facebook10154410776394205","Bag","Rekognition Labels"
"facebook10155170074369205","Brochure","Rekognition Labels"
"facebook10155147853909205","Brochure","Rekognition Labels"
"facebook10155103334964205","Brochure","Rekognition Labels"
"facebook10153552898479205","Brochure","Rekognition Labels"
"facebook10154747079194205","Brochure","Rekognition Labels"
"facebook10154795623289205","Concert","Rekognition Labels"
"facebook10154944144584205","Flyer","Rekognition Labels"
"facebook10155333763299205","Flyer","Rekognition Labels"
"facebook10153686408054205","Flyer","Rekognition Labels"
"facebook10155965696925891","Flyer","Rekognition Labels"
"facebook10155071157144205","Flyer","Rekognition Labels"
"facebook10154495684584205","Flyer","Rekognition Labels"
"facebook10154219205499205","Flyer","Rekognition Labels"
"facebook10154993337014205","Flyer","Rekognition Labels"
"facebook10154706413024205","Flyer","Rekognition Labels"
"facebook10154699846294205","Logo","Rekognition Labels"
"facebook10154155444164205","Logo","Rekognition Labels"
"facebook10154706413024205","Logo","Rekognition Labels"
"facebook10154875776849205","Logo","Rekognition Labels"
"facebook10154618928554205","Logo","Rekognition Labels"
"facebook1386460418125111","Logo","Rekognition Labels"
"facebook10153734907314205","Pc","Rekognition Labels"
"facebook10154155444164205","Alphabet","Rekognition Labels"
"facebook10155068335464205","Alphabet","Rekognition Labels"
"facebook10154993337014205","Alphabet","Rekognition Labels"
"facebook10154581247679205","Audience","Rekognition Labels"
"facebook10153913263439205","Audience","Rekognition Labels"
"facebook10154990092349205","Boat","Rekognition Labels"
"facebook10154407910979205","Brochure","Rekognition Labels"
"facebook10153925858929205","Brochure","Rekognition Labels"
"facebook10154155444164205","Brochure","Rekognition Labels"
"facebook10154578321629205","Brochure","Rekognition Labels"
"facebook10155150397374205","Brochure","Rekognition Labels"
"facebook10153552898479205","Flyer","Rekognition Labels"
"facebook10154678475584205","Flyer","Rekognition Labels"
"facebook10153552924729205","Flyer","Rekognition Labels"
"facebook10155131927994205","Flyer","Rekognition Labels"
"facebook10155315487584205","Logo","Rekognition Labels"
"facebook10154746856159205","Logo","Rekognition Labels"
"facebook10154787494344205","Logo","Rekognition Labels"
"facebook10155065918454205","Logo","Rekognition Labels"
"facebook10154410776394205","Logo","Rekognition Labels"
"facebook10154795623289205","Logo","Rekognition Labels"
"facebook10153570223929205","Pc","Rekognition Labels"
"facebook10153752552479205","Pot","Rekognition Labels"
"facebook10154219205499205","Sports","Rekognition Labels"
"facebook10154494316084205","Television","Rekognition Labels"
"facebook10154248538534205","Television","Rekognition Labels"
"facebook10153552893334205","Television","Rekognition Labels"
"facebook10154728060939205","Tuxedo","Rekognition Labels"
"facebook10153821725409205","Tuxedo","Rekognition Labels"
"facebook10154507869099205","Tuxedo","Rekognition Labels"
"facebook10155315487584205","Alphabet","Rekognition Labels"
"facebook10155035197919205","Alphabet","Rekognition Labels"
"facebook10155150397374205","Audience","Rekognition Labels"
"facebook10153567230034205","Audience","Rekognition Labels"
"facebook10155147853909205","Audience","Rekognition Labels"
"facebook10155071525564205","Audience","Rekognition Labels"
"facebook10154787494344205","Brochure","Rekognition Labels"
"facebook10154494316084205","Brochure","Rekognition Labels"
"facebook10153752516194205","Exercise","Rekognition Labels"
"facebook10153929545604205","Flyer","Rekognition Labels"
"facebook10154198505464205","Flyer","Rekognition Labels"
"facebook10154146814364205","Gazebo","Rekognition Labels"
"facebook10155068335464205","Logo","Rekognition Labels"
"facebook10155965696925891","Logo","Rekognition Labels"
"facebook10154912630909205","Logo","Rekognition Labels"
"facebook10155095401364205","Logo","Rekognition Labels"
"facebook10154198505464205","Logo","Rekognition Labels"
"facebook10154955635619205","Logo","Rekognition Labels"
"facebook10153528453574205","Logo","Rekognition Labels"
"facebook10155103334964205","Make Out","Rekognition Labels"
"facebook10154495684584205","Sky","Rekognition Labels"
"facebook10155068335464205","Sports","Rekognition Labels"
"facebook10153686408054205","Television","Rekognition Labels"
"facebook10154138769114205","Television","Rekognition Labels"
"facebook10153761244924205","Tuxedo","Rekognition Labels"
"facebook10154507958999205","Tuxedo","Rekognition Labels"
"facebook10155150397374205","Alphabet","Rekognition Labels"
"facebook10154138769114205","Alphabet","Rekognition Labels"
"facebook10155167824359205","Alphabet","Rekognition Labels"
"facebook10154507958999205","Alphabet","Rekognition Labels"
"facebook10154990092349205","Audience","Rekognition Labels"
"facebook10155035197919205","Audience","Rekognition Labels"
"facebook10154678475584205","Audience","Rekognition Labels"
"facebook10153570223929205","Audience","Rekognition Labels"
"facebook10153515981989205","Audience","Rekognition Labels"
"facebook10153925858929205","Audience","Rekognition Labels"
"facebook10154946550999205","Audience","Rekognition Labels"
"facebook10155156653569205","Bag","Rekognition Labels"
"facebook10155965696925891","Brochure","Rekognition Labels"
"facebook10153929545604205","Brochure","Rekognition Labels"
"facebook10155330738704205","Brochure","Rekognition Labels"
"facebook10154248538534205","Brochure","Rekognition Labels"
"facebook10154678475584205","Brochure","Rekognition Labels"
"facebook10153761244924205","Brochure","Rekognition Labels"
"facebook10154495684584205","Brochure","Rekognition Labels"
"facebook10154138769114205","Brochure","Rekognition Labels"
"facebook10155103334964205","Flyer","Rekognition Labels"
"facebook10154138769114205","Flyer","Rekognition Labels"
"facebook10153552898479205","Logo","Rekognition Labels"
"facebook10154495684584205","Logo","Rekognition Labels"
"facebook10154728060939205","Logo","Rekognition Labels"
"facebook10154747079194205","Sky","Rekognition Labels"
"facebook10153570223929205","Television","Rekognition Labels"
"facebook10154699846294205","Television","Rekognition Labels"
"facebook10153752516194205","Television","Rekognition Labels"
"facebook10154155444164205","Leisure Activities","Rekognition Labels"
"facebook10154155444164205","Poster","Rekognition Labels"
"facebook10153507031804205","Poster","Rekognition Labels"
"facebook10154684443609205","Poster","Rekognition Labels"
"facebook10154699846294205","Scoreboard","Rekognition Labels"
"facebook10155170074369205","Scoreboard","Rekognition Labels"
"facebook10154875776849205","Signature","Rekognition Labels"
"facebook10154955635619205","Swat Team","Rekognition Labels"
"facebook10154747079194205","Transportation","Rekognition Labels"
"facebook10153734907314205","Transportation","Rekognition Labels"
"facebook10154495684584205","Automobile","Rekognition Labels"
"facebook10154875697474205","Cap","Rekognition Labels"
"facebook10154678475584205","Cap","Rekognition Labels"
"facebook10154556967779205","Electrical Device","Rekognition Labels"
"facebook1386460418125111","Electrical Device","Rekognition Labels"
"facebook10154840630879205","Home Decor","Rekognition Labels"
"facebook10154684443609205","Human","Rekognition Labels"
"facebook10153821725409205","Leisure Activities","Rekognition Labels"
"facebook10153929545604205","Poster","Rekognition Labels"
"facebook10154146814364205","Poster","Rekognition Labels"
"facebook10153552924729205","Poster","Rekognition Labels"
"facebook10155026108719205","Poster","Rekognition Labels"
"facebook10154618928554205","Poster","Rekognition Labels"
"facebook10155246037139205","Scoreboard","Rekognition Labels"
"facebook10154986308819205","Swat Team","Rekognition Labels"
"facebook1386460418125111","Transportation","Rekognition Labels"
"facebook10154944144584205","Weather","Rekognition Labels"
"facebook10155254306404205","Beard","Rekognition Labels"
"facebook10154747079194205","Car Show","Rekognition Labels"
"facebook10154684443609205","Credit Card","Rekognition Labels"
"facebook10154893718034205","Home Decor","Rekognition Labels"
"facebook10155035197919205","Human","Rekognition Labels"
"facebook10154475706859205","Human","Rekognition Labels"
"facebook10155131927994205","Human","Rekognition Labels"
"facebook10154494316084205","Human","Rekognition Labels"
"facebook10155156653569205","Human","Rekognition Labels"
"facebook10154706413024205","Human","Rekognition Labels"
"facebook10154795623289205","Leisure Activities","Rekognition Labels"
"facebook10154410776394205","Luggage","Rekognition Labels"
"facebook1386460418125111","Pitcher","Rekognition Labels"
"facebook10155147853909205","Poster","Rekognition Labels"
"facebook10154578321629205","Poster","Rekognition Labels"
"facebook10153761244924205","Poster","Rekognition Labels"
"facebook10154990092349205","Poster","Rekognition Labels"
"facebook10154746856159205","Poster","Rekognition Labels"
"facebook10154507869099205","Signature","Rekognition Labels"
"facebook10155510542154205","Transportation","Rekognition Labels"
"facebook10153552898479205","Beard","Rekognition Labels"
"facebook10155068335464205","Beard","Rekognition Labels"
"facebook10153515981989205","Car Show","Rekognition Labels"
"facebook10154495684584205","Human","Rekognition Labels"
"facebook10153752552479205","Human","Rekognition Labels"
"facebook10155113408869205","Human","Rekognition Labels"
"facebook10154787494344205","Human","Rekognition Labels"
"facebook337999886677455","Leisure Activities","Rekognition Labels"
"facebook10153689741269205","Leisure Activities","Rekognition Labels"
"facebook10154672059924205","Musician","Rekognition Labels"
"facebook10155068335464205","Poster","Rekognition Labels"
"facebook10154944144584205","Poster","Rekognition Labels"
"facebook10154219205499205","Poster","Rekognition Labels"
"facebook10154795623289205","Poster","Rekognition Labels"
"facebook10155246037139205","Poster","Rekognition Labels"
"facebook10154986308819205","Transportation","Rekognition Labels"
"facebook10154405732959205","Transportation","Rekognition Labels"
"facebook10155965696925891","Weather","Rekognition Labels"
"facebook10154893718034205","Windshield","Rekognition Labels"
"facebook10155068335464205","Automobile","Rekognition Labels"
"facebook10153752516194205","Automobile","Rekognition Labels"
"facebook10154706413024205","Beard","Rekognition Labels"
"facebook10155071157144205","Beard","Rekognition Labels"
"facebook10154787494344205","Beard","Rekognition Labels"
"facebook10153752516194205","Half Track","Rekognition Labels"
"facebook10154746856159205","Human","Rekognition Labels"
"facebook10154058667789205","Human","Rekognition Labels"
"facebook10154747079194205","Human","Rekognition Labels"
"facebook10155121139949205","Human","Rekognition Labels"
"facebook10155150397374205","Human","Rekognition Labels"
"facebook10153528453574205","Human","Rekognition Labels"
"facebook10154795623289205","Musician","Rekognition Labels"
"facebook10153684085649205","Poster","Rekognition Labels"
"facebook10154870267304205","Poster","Rekognition Labels"
"facebook10155071525564205","Poster","Rekognition Labels"
"facebook10155167824359205","Poster","Rekognition Labels"
"facebook10154875697474205","Premiere","Rekognition Labels"
"facebook10153570223929205","Signature","Rekognition Labels"
"facebook10154047997774205","Signature","Rekognition Labels"
"facebook10154944144584205","Swat Team","Rekognition Labels"
"facebook10153684085649205","Transportation","Rekognition Labels"
"facebook10154944144584205","Transportation","Rekognition Labels"
"facebook10154986308819205","Automobile","Rekognition Labels"
"facebook10153515981989205","Automobile","Rekognition Labels"
"facebook10154672059924205","Automobile","Rekognition Labels"
"facebook10154990092349205","Automobile","Rekognition Labels"
"facebook10154672059924205","Beard","Rekognition Labels"
"facebook10155150397374205","Cap","Rekognition Labels"
"facebook10154746856159205","Electrical Device","Rekognition Labels"
"facebook10154065021179205","Human","Rekognition Labels"
"facebook10153507031804205","Human","Rekognition Labels"
"facebook10153686408054205","Human","Rekognition Labels"
"facebook10153752474144205","Leisure Activities","Rekognition Labels"
"facebook10153684085649205","Leisure Activities","Rekognition Labels"
"facebook10154990092349205","Palace","Rekognition Labels"
"facebook10154058667789205","Poster","Rekognition Labels"
"facebook10155167713914205","Poster","Rekognition Labels"
"facebook10155131927994205","Scoreboard","Rekognition Labels"
"facebook10155156653569205","Swat Team","Rekognition Labels"
"facebook10155017669219205","Transportation","Rekognition Labels"
"facebook10154746856159205","Transportation","Rekognition Labels"
"facebook10153686408054205","Windshield","Rekognition Labels"
"facebook10153752552479205","Windshield","Rekognition Labels"
"facebook10154058667789205","Automobile","Rekognition Labels"
"facebook10154747079194205","Automobile","Rekognition Labels"
"facebook10153734907314205","Chair","Rekognition Labels"
"facebook10154747079194205","Drawer","Rekognition Labels"
"facebook10154747079194205","Greeting Card","Rekognition Labels"
"facebook337999886677455","Kayak","Rekognition Labels"
"facebook10155017669219205","Operating Theatre","Rekognition Labels"
"facebook10154494316084205","Parsley","Rekognition Labels"
"facebook10154935736199205","Plumbing","Rekognition Labels"
"facebook10154405732959205","Room","Rekognition Labels"
"facebook10154556967779205","Universe","Rekognition Labels"
"facebook10154747079194205","Upright Piano","Rekognition Labels"
"facebook1386460418125111","Chair","Rekognition Labels"
"facebook10154990092349205","Cottage","Rekognition Labels"
"facebook10154494316084205","Greeting Card","Rekognition Labels"
"facebook1386460418125111","Holding Hands","Rekognition Labels"
"facebook10154581247679205","Jeans","Rekognition Labels"
"facebook10155156653569205","Parsley","Rekognition Labels"
"facebook10154990092349205","Seaplane","Rekognition Labels"
"facebook10153755247184205","Sedan","Rekognition Labels"
"facebook10154875776849205","Soldier","Rekognition Labels"
"facebook10154944144584205","Soldier","Rekognition Labels"
"facebook10154684443609205","Thumbs Up","Rekognition Labels"
"facebook10155131927994205","Toy","Rekognition Labels"
"facebook10154618928554205","Underwear","Rekognition Labels"
"facebook10153686408054205","Water","Rekognition Labels"
"facebook10153755247184205","Water","Rekognition Labels"
"facebook10154944144584205","Window","Rekognition Labels"
"facebook10154146814364205","Book","Rekognition Labels"
"facebook10155315487584205","Drawer","Rekognition Labels"
"facebook10155156653569205","Graduation","Rekognition Labels"
"facebook10154507869099205","Greeting Card","Rekognition Labels"
"facebook10154407910979205","Greeting Card","Rekognition Labels"
"facebook10154507958999205","Greeting Card","Rekognition Labels"
"facebook10155011149294205","Joystick","Rekognition Labels"
"facebook10154870267304205","Machine","Rekognition Labels"
"facebook1386460418125111","Plumbing","Rekognition Labels"
"facebook10154990092349205","Room","Rekognition Labels"
"facebook10154618928554205","Sedan","Rekognition Labels"
"facebook10153752552479205","Water","Rekognition Labels"
"facebook10154728060939205","Figurine","Rekognition Labels"
"facebook1386460418125111","Greeting Card","Rekognition Labels"
"facebook10154875697474205","Jeans","Rekognition Labels"
"facebook10153570223929205","Necktie","Rekognition Labels"
"facebook10154494316084205","Quilt","Rekognition Labels"
"facebook10153686408054205","Sedan","Rekognition Labels"
"facebook10155156653569205","Soldier","Rekognition Labels"
"facebook10153752516194205","Soldier","Rekognition Labels"
"facebook10154787494344205","Book","Rekognition Labels"
"facebook10154875776849205","Greeting Card","Rekognition Labels"
"facebook10153925858929205","Holding Hands","Rekognition Labels"
"facebook337999886677455","Operating Theatre","Rekognition Labels"
"facebook10154495684584205","Ramp","Rekognition Labels"
"facebook1386460418125111","Toy","Rekognition Labels"
"facebook10153567230034205","Underwear","Rekognition Labels"
"facebook10154787494344205","Underwear","Rekognition Labels"
"facebook10154859927574205","Underwear","Rekognition Labels"
"facebook10153684085649205","Underwear","Rekognition Labels"
"facebook10154581247679205","Beanie","Rekognition Labels"
"facebook10154507958999205","Chair","Rekognition Labels"
"facebook10154507869099205","Chair","Rekognition Labels"
"facebook10153929545604205","Graduation","Rekognition Labels"
"facebook10154581247679205","Greeting Card","Rekognition Labels"
"facebook10155156653569205","Quilt","Rekognition Labels"
"facebook10153761244924205","Soldier","Rekognition Labels"
"facebook10153552898479205","Soldier","Rekognition Labels"
"facebook10154787494344205","Soldier","Rekognition Labels"
"facebook10154138769114205","Universe","Rekognition Labels"
"facebook10154986308819205","Beanie","Rekognition Labels"
"facebook10153686408054205","Mammal","Rekognition Labels"
"facebook10154581247679205","Operating Theatre","Rekognition Labels"
"facebook10154836912159205","Pill","Rekognition Labels"
"facebook10153686408054205","Room","Rekognition Labels"
"facebook10153515981989205","Room","Rekognition Labels"
"facebook10154678475584205","Shrine","Rekognition Labels"
"facebook10154935736199205","Soldier","Rekognition Labels"
"facebook10154684443609205","Soldier","Rekognition Labels"
"facebook10153752552479205","Underwear","Rekognition Labels"
"facebook10154706413024205","Winter","Rekognition Labels"
"facebook10154495684584205","Parking","Rekognition Labels"
"facebook10155510542154205","Room","Rekognition Labels"
"facebook10154728060939205","Thumbs Up","Rekognition Labels"
"facebook10155150397374205","Chair","Rekognition Labels"
"facebook10155254306404205","Chair","Rekognition Labels"
"facebook10155008400254205","Greeting Card","Rekognition Labels"
"facebook10154747079194205","Machine","Rekognition Labels"
"facebook10154578321629205","Necktie","Rekognition Labels"
"facebook10154047997774205","Room","Rekognition Labels"
"facebook10154955635619205","Kissing","Rekognition Labels"
"facebook10153929545604205","Person","Rekognition Labels"
"facebook10153913263439205","Person","Rekognition Labels"
"facebook10153821725409205","Person","Rekognition Labels"
"facebook10155008400254205","Person","Rekognition Labels"
"facebook10154155444164205","Person","Rekognition Labels"
"facebook10155965696925891","Person","Rekognition Labels"
"facebook10153686408054205","Pond","Rekognition Labels"
"facebook10154990092349205","Smoke","Rekognition Labels"
"facebook10154875697474205","Text","Rekognition Labels"
"facebook10154556967779205","Text","Rekognition Labels"
"facebook10154990092349205","Text","Rekognition Labels"
"facebook10155333763299205","Text","Rekognition Labels"
"facebook10154746856159205","Text","Rekognition Labels"
"facebook10153552898479205","Text","Rekognition Labels"
"facebook10155065918454205","Text","Rekognition Labels"
"facebook10155167824359205","Text","Rekognition Labels"
"facebook10154795623289205","Urban","Rekognition Labels"
"facebook10154678475584205","Accessories","Rekognition Labels"
"facebook10154870267304205","Alloy Wheel","Rekognition Labels"
"facebook10154986308819205","Jogging","Rekognition Labels"
"facebook10154672059924205","Kissing","Rekognition Labels"
"facebook10153752516194205","Pastry","Rekognition Labels"
"facebook10154410776394205","Person","Rekognition Labels"
"facebook10154475706859205","Person","Rekognition Labels"
"facebook10155121139949205","Person","Rekognition Labels"
"facebook10153689741269205","Person","Rekognition Labels"
"facebook10154684443609205","Person","Rekognition Labels"
"facebook10154787494344205","Person","Rekognition Labels"
"facebook10153684085649205","Person","Rekognition Labels"
"facebook10153752516194205","Sidewalk","Rekognition Labels"
"facebook10153734907314205","Text","Rekognition Labels"
"facebook10155113408869205","Text","Rekognition Labels"
"facebook10154944144584205","Text","Rekognition Labels"
"facebook10154405732959205","Text","Rekognition Labels"
"facebook10154728060939205","Text","Rekognition Labels"
"facebook10154556967779205","Accessories","Rekognition Labels"
"facebook10154618928554205","Alloy Wheel","Rekognition Labels"
"facebook10154859927574205","Bridesmaid","Rekognition Labels"
"facebook10154696325399205","Car Mirror","Rekognition Labels"
"facebook10153752516194205","Dessert","Rekognition Labels"
"facebook10154728060939205","Kissing","Rekognition Labels"
"facebook10154058667789205","Kissing","Rekognition Labels"
"facebook10153752552479205","Person","Rekognition Labels"
"facebook10154706413024205","Person","Rekognition Labels"
"facebook10154058667789205","Person","Rekognition Labels"
"facebook10155167824359205","Person","Rekognition Labels"
"facebook10154155444164205","Text","Rekognition Labels"
"facebook10153686408054205","Text","Rekognition Labels"
"facebook10154512789279205","Text","Rekognition Labels"
"facebook10155068335464205","Text","Rekognition Labels"
"facebook10155315487584205","Text","Rekognition Labels"
"facebook10155008400254205","Text","Rekognition Labels"
"facebook10154219205499205","Text","Rekognition Labels"
"facebook10154696325399205","Accessories","Rekognition Labels"
"facebook10153552898479205","Acrobatic","Rekognition Labels"
"facebook10154875697474205","Ball","Rekognition Labels"
"facebook10154672059924205","Crypt","Rekognition Labels"
"facebook10155330738704205","Hardware","Rekognition Labels"
"facebook10154138769114205","Hardware","Rekognition Labels"
"facebook10154581247679205","Hat","Rekognition Labels"
"facebook10154836912159205","Patient","Rekognition Labels"
"facebook10154248538534205","Person","Rekognition Labels"
"facebook10155068335464205","Person","Rekognition Labels"
"facebook10155315487584205","Person","Rekognition Labels"
"facebook10155068335464205","Police","Rekognition Labels"
"facebook10154944144584205","Police","Rekognition Labels"
"facebook10155017669219205","Text","Rekognition Labels"
"facebook10154248538534205","Text","Rekognition Labels"
"facebook10154581247679205","Text","Rekognition Labels"
"facebook10154836912159205","Text","Rekognition Labels"
"facebook10154475706859205","Text","Rekognition Labels"
"facebook10153507031804205","Text","Rekognition Labels"
"facebook10154047997774205","Text","Rekognition Labels"
"facebook10155113408869205","Urban","Rekognition Labels"
"facebook10154944144584205","Awning","Rekognition Labels"
"facebook10154494316084205","Ball","Rekognition Labels"
"facebook10154935736199205","Digital Clock","Rekognition Labels"
"facebook1386460418125111","Jug","Rekognition Labels"
"facebook10155150397374205","Person","Rekognition Labels"
"facebook10155011149294205","Person","Rekognition Labels"
"facebook10155113408869205","Person","Rekognition Labels"
"facebook10155147853909205","Person","Rekognition Labels"
"facebook10154875697474205","Person","Rekognition Labels"
"facebook10154875697474205","Police","Rekognition Labels"
"facebook10154494316084205","Road Sign","Rekognition Labels"
"facebook10154795623289205","Text","Rekognition Labels"
"facebook10154706413024205","Text","Rekognition Labels"
"facebook10154912630909205","Text","Rekognition Labels"
"facebook10153684085649205","Text","Rekognition Labels"
"facebook10155254306404205","Text","Rekognition Labels"
"facebook10154946550999205","Text","Rekognition Labels"
"facebook10153752552479205","Text","Rekognition Labels"
"facebook10154410776394205","Urban","Rekognition Labels"
"facebook10153752474144205","Birch","Rekognition Labels"
"facebook1386460418125111","Bubble","Rekognition Labels"
"facebook10154618928554205","Hardware","Rekognition Labels"
"facebook10154875697474205","Hat","Rekognition Labels"
"facebook10154507958999205","Hat","Rekognition Labels"
"facebook10154728060939205","Hat","Rekognition Labels"
"facebook10154836912159205","Miniskirt","Rekognition Labels"
"facebook10154944144584205","Person","Rekognition Labels"
"facebook10155095401364205","Person","Rekognition Labels"
"facebook10154448823304205","Person","Rekognition Labels"
"facebook10154495684584205","Person","Rekognition Labels"
"facebook10154870267304205","Sidewalk","Rekognition Labels"
"facebook10154058667789205","Smoke","Rekognition Labels"
"facebook10154495684584205","Smoke","Rekognition Labels"
"facebook10153570223929205","Text","Rekognition Labels"
"facebook10154696325399205","Text","Rekognition Labels"
"facebook10153515981989205","Text","Rekognition Labels"
"facebook10154410776394205","Text","Rekognition Labels"
"facebook10154768807754205","Text","Rekognition Labels"
"facebook10155121139949205","Text","Rekognition Labels"
"facebook10154696325399205","Alloy Wheel","Rekognition Labels"
"facebook10154990092349205","Plant","Rekognition Labels"
"facebook10155156653569205","Plant","Rekognition Labels"
"facebook1386460418125111","Sink","Rekognition Labels"
"facebook10155095401364205","Vase","Rekognition Labels"
"facebook10153515981989205","Vase","Rekognition Labels"
"facebook10154155444164205","Vase","Rekognition Labels"
"facebook10153929545604205","Vase","Rekognition Labels"
"facebook10154494316084205","Word","Rekognition Labels"
"facebook10154672059924205","Word","Rekognition Labels"
"facebook10155065918454205","Word","Rekognition Labels"
"facebook10153755247184205","Word","Rekognition Labels"
"facebook10154581247679205","Word","Rekognition Labels"
"facebook10155017669219205","Word","Rekognition Labels"
"facebook10155071525564205","Word","Rekognition Labels"
"facebook10154581247679205","Armor","Rekognition Labels"
"facebook10155103334964205","Beverage","Rekognition Labels"
"facebook10154578321629205","Bust","Rekognition Labels"
"facebook1386460418125111","Clinic","Rekognition Labels"
"facebook10154581247679205","Clinic","Rekognition Labels"
"facebook10155330738704205","Computer Hardware","Rekognition Labels"
"facebook10155121139949205","Debate","Rekognition Labels"
"facebook10155167824359205","Debate","Rekognition Labels"
"facebook10153515981989205","Debate","Rekognition Labels"
"facebook10153552898479205","Diagram","Rekognition Labels"
"facebook10154795623289205","Ground","Rekognition Labels"
"facebook10154912630909205","Haircut","Rekognition Labels"
"facebook10154198505464205","License","Rekognition Labels"
"facebook10153752516194205","License","Rekognition Labels"
"facebook10154507869099205","Performer","Rekognition Labels"
"facebook10154699846294205","Performer","Rekognition Labels"
"facebook10154410776394205","Plant","Rekognition Labels"
"facebook10155071525564205","Plant","Rekognition Labels"
"facebook10154618928554205","Plant","Rekognition Labels"
"facebook10154138769114205","Plant","Rekognition Labels"
"facebook10154875697474205","Plant","Rekognition Labels"
"facebook10155330738704205","Plant","Rekognition Labels"
"facebook10154747079194205","Police Car","Rekognition Labels"
"facebook10154672059924205","Sink","Rekognition Labels"
"facebook10154047997774205","Vase","Rekognition Labels"
"facebook10153507031804205","Word","Rekognition Labels"
"facebook10154512789279205","Word","Rekognition Labels"
"facebook10154507869099205","Word","Rekognition Labels"
"facebook10154706413024205","Word","Rekognition Labels"
"facebook10154684443609205","Word","Rekognition Labels"
"facebook10155170074369205","Word","Rekognition Labels"
"facebook10155965696925891","Word","Rekognition Labels"
"facebook10154935736199205","Clinic","Rekognition Labels"
"facebook10155017669219205","Clinic","Rekognition Labels"
"facebook10154507958999205","Debate","Rekognition Labels"
"facebook10154787494344205","Diagram","Rekognition Labels"
"facebook10155965696925891","Ground","Rekognition Labels"
"facebook10154990092349205","Haircut","Rekognition Labels"
"facebook10155246037139205","Helmet","Rekognition Labels"
"facebook10154578321629205","License","Rekognition Labels"
"facebook10154870267304205","Lip","Rekognition Labels"
"facebook10155017669219205","Plant","Rekognition Labels"
"facebook10154047997774205","Plant","Rekognition Labels"
"facebook10153752516194205","Police Car","Rekognition Labels"
"facebook10153752552479205","Thigh","Rekognition Labels"
"facebook10154935736199205","Vase","Rekognition Labels"
"facebook10155017669219205","Vase","Rekognition Labels"
"facebook10155071157144205","Word","Rekognition Labels"
"facebook10155068335464205","Word","Rekognition Labels"
"facebook10154747079194205","Word","Rekognition Labels"
"facebook10153515981989205","Word","Rekognition Labels"
"facebook10154893718034205","Word","Rekognition Labels"
"facebook10155113408869205","Bench","Rekognition Labels"
"facebook10154495684584205","Blazer","Rekognition Labels"
"facebook10154696325399205","Clinic","Rekognition Labels"
"facebook10155246037139205","Debate","Rekognition Labels"
"facebook10153570223929205","Debate","Rekognition Labels"
"facebook10154512789279205","Debate","Rekognition Labels"
"facebook10155131927994205","Helmet","Rekognition Labels"
"facebook10154990092349205","LED","Rekognition Labels"
"facebook10154747079194205","License","Rekognition Labels"
"facebook10154768807754205","License","Rekognition Labels"
"facebook10154495684584205","License","Rekognition Labels"
"facebook10154475706859205","Night Life","Rekognition Labels"
"facebook10154410776394205","Performer","Rekognition Labels"
"facebook10154946550999205","Performer","Rekognition Labels"
"facebook10154706413024205","Performer","Rekognition Labels"
"facebook10153734907314205","Performer","Rekognition Labels"
"facebook10154746856159205","Plant","Rekognition Labels"
"facebook10154699846294205","Plant","Rekognition Labels"
